headline,section,locations,word_count,snippet,source,subjects,url,desk,date,type,id,abstract
Mexican Security Forces Kill Michoacan Cartel Leader,World,[],194,"Mexican security forces killed a leader of the violent Knights Templar drug cartel on Monday, officials said.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/world/americas/01reuters-mexico-violence.html,,2014-04-01,News,533a43d338f0d844a7d5275a,
Tax Hike Hurts Japan Business Mood More Than in 1997: BOJ Tankan,Business Day,[],719,"Japanese business sentiment barely improved in the three months ending March and the corporate outlook is now considerably weaker than when Japan last raised its sales tax in 1997, the Bank of Japan's tankan survey showed on Tuesday.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-japan-economy-tankan.html,,2014-04-01,News,533a43d338f0d844a7d52759,
"China Factories Struggle, Adds to Expectations for Stimulus",Business Day,[],611,"Persistent weakness in China's manufacturing sector reinforced fears of a sharper-than-expected slowdown at the start of 2014, and some government economists think authorities have already started boosting spending to put a floor under growth.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-china-economy-pmi.html,,2014-04-01,News,533a529938f0d844a7d52779,
"Low Euro Zone Inflation a Worry, but No Clear Deflation Risk-ECB",Business Day,[],440,"The European Central Bank and euro zone finance ministers said they did not see a clear risk of deflation despite a sharp slowdown in price rises, but a longer period of low inflation could be a drag on the economy.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-eurozone-inflation.html,,2014-04-01,News,533a5bba38f0d844a7d52788,
Prada struts out with earnings,Multimedia/Photos,[],28,How is a China slowdown affecting higher-end consumption in Asia's number two economy? Results from Hong Kong-listed luxury house Prada will be a key indication. Jon Gordon reports.,Reuters,[],http://www.nytimes.com/video/multimedia/100000002799446/prada-struts-out-with-earnings.html,Multimedia/Photos,2014-04-01,Video,533a5bad38f0d844a7d52787,
"Asia's Manufacturing Powers Stutter, Stir Talk of Policy Support",Business Day,[],715,Asia's major economies finished the first quarter on a weak note with manufacturing surveys in China and Japan fueling expectations that policymakers will be forced to act in coming months to prop up faltering growth.,Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-asia-economy-pmi.html,,2014-04-01,News,533a64e138f0d844a7d52794,
Italian Manufacturing Expands for Ninth Straight Month in March-PMI,Business Day,[],149,"Italian manufacturing activity expanded for the ninth straight month in March, a survey showed on Tuesday, suggesting the very timid return to economic growth that began at the end of last year will stretch into 2014.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-pmi-manufacturing-italy.html,,2014-04-01,News,533a718638f0d844a7d527af,
Growth in German Manufacturing Sector Slows in March-PMI,Business Day,[],292,"Growth in Germany's manufacturing sector slowed in March, a survey showed on Tuesday, as output, new orders and export orders in Europe's largest economy all rose at weaker rates than a month earlier.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-pmi-manufacturing-germany.html,,2014-04-01,News,533a723738f0d844a7d527b1,
German Unemployment Falls for Fourth Straight Month in March,Business Day,[],413,"German unemployment fell for a fourth consecutive month in March, data showed on Tuesday, highlighting the strength of the job market in Europe's largest economy and boding well for expectations that domestic demand will drive growth this year.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-germany-unemployment.html,,2014-04-01,News,533a75bf38f0d844a7d527b8,
Stronger Cyclicals Help FTSE to Set Three-Week High,Business Day,[],456,"The top share index touched a three-week high on Tuesday, with cyclical stocks rallying on the back of an improving U.S. economic outlook and expectations of more stimulus from China.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-markets-britain-stocks.html,,2014-04-01,News,533a7aad38f0d844a7d527c4,
UK Manufacturing Growth Cools in March-PMI,Business Day,[],374,"Growth in British manufacturing unexpectedly eased to its slowest pace in eight months in March and prices paid by factories tumbled, a survey showed on Tuesday.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-pmi-manufacturing-britain.html,,2014-04-01,News,533a7aa938f0d844a7d527c3,
"Low Inflation to Spark Policy Debate, but ECB Seen Holding Steady",Business Day,[],872,"The European Central Bank is not expected to announce any new measures on Thursday to boost the euro zone economy, although inflation dropping to close to zero could well prompt active discussion about stimulus.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-ecb-rates.html,,2014-04-01,News,533a7b5f38f0d844a7d527c6,
BoE-Markets May Be Too Relaxed About Future Rate Hikes,Business Day,[],285,"Investors may be too relaxed about what will happen when interest rates start rising to more normal levels, the Bank of England's Financial Policy Committee said on Tuesday.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-britain-boe-fpc.html,,2014-04-01,News,533a7b5f38f0d844a7d527c7,
China's Home Price Rises Ease in March-Surveys,Business Day,[],417,"China's home price inflation continued to slow in March, two private surveys showed on Tuesday, another indication that the country's frothy property market is cooling because of government curbs and tighter liquidity conditions.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-china-property-prices.html,,2014-04-01,News,533a7ee338f0d844a7d527cd,
Factbox: ECB Policymakers' Recent Comments,Business Day,[],1042,"The European Central Bank is not expected to announce any new measures on Thursday to boost the euro zone economy, although inflation dropping almost to zero could well prompt active discussion about stimulus.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-ecb-comments-rates.html,,2014-04-01,News,533a809b38f0d844a7d527d0,
"Europe, China Factory Sectors Weaken in March; U.S. Stable",Business Day,[],963,"Manufacturing in Asia and Europe finished the first quarter on a weaker note but activity in the United States remained relatively steady, suggesting severe winter weather in North America had only a modest effect on U.S. factories.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-global-pmi.html,,2014-04-01,News,533a961538f0d844a7d52808,
"Europe, China Factory Sectors Weaken in March; U.S. Stable",Business Day,[],963,"Manufacturing in Asia and Europe finished the first quarter on a weaker note but activity in the United States remained relatively steady, suggesting severe winter weather in North America had only a modest effect on U.S. factories.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-global-wrap-pmi.html,,2014-04-01,News,533a977f38f0d844a7d5280b,
"France's Hollande Names New PM, Pledges Tax Cuts After Poll Rout",World,[],766,"President Francois Hollande named centrist Interior Minister Manuel Valls as his new prime minister on Monday, replacing Jean-Marc Ayrault who quit after ruling Socialists were trounced in local French elections.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/world/europe/01reuters-france-elections.html,,2014-04-01,News,533a9c7638f0d844a7d52818,
Russian Prime Minister Angers Ukraine by Visiting Crimea,World,[],1217,"Prime Minister Dmitry Medvedev flaunted Russia's grip on Crimea by flying to the region and holding a government meeting there on Monday, angering Ukraine and defying Western demands to hand the peninsula back to Kiev.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/world/europe/01reuters-ukraine-crisis.html,,2014-04-01,News,533aa0a138f0d844a7d52825,
ECB's Draghi Won't Discuss Monetary Policy Ahead of Thursday,Business Day,[],119,European Central Bank President Mario Draghi said on Tuesday he would not discuss monetary policy ahead of the bank's governing council meeting on Thursday.,Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-ecb-policy.html,,2014-04-01,News,533aa4dd38f0d844a7d52831,
West Stumbles as Autocratic Force Trumps Economics,World,[],932,"A quarter-century after the fall of the Soviet Union, authoritarian rulers such as Vladimir Putin and Bashar al-Assad are showing they can and will defy international norms, suppress dissent and use military force. American policymakers are...",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/world/middleeast/01reuters-analysis-west.html,,2014-04-01,News,533aa85d38f0d844a7d52837,
West Stumbles as Autocratic Force Trumps Economics,World,[],932,"A quarter-century after the fall of the Soviet Union, authoritarian rulers such as Vladimir Putin and Bashar al-Assad are showing they can and will defy international norms, suppress dissent and use military force. American policymakers are...",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/world/middleeast/01reuters-analysis-west-analysis.html,,2014-04-01,News,533aa91538f0d844a7d52839,
Court Rules Defecting Nigerian Lawmakers Must Vacate Seats,World,[],464,"Nigerian lawmakers who defected to the main opposition coalition must vacate their seats, a court has ruled in a victory for President Goodluck Jonathan ahead of what will be a closely fought election in February 2015.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/world/africa/01reuters-nigeria-elections.html,,2014-04-01,News,533aa91538f0d844a7d52838,
Investors Look Beyond Anti-Gay Law and Stick With Uganda,Business Day,[],1142,"Fuzzy guidelines on ethical investing and donors' timid response to Uganda's new anti-gay law have reassured fund managers and private equity firms about continuing to invest in the newly oil-rich country, despite worldwide criticism.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-uganda-investment.html,,2014-04-01,News,533ab5bc38f0d844a7d5285b,
'En Attendant Godot': Europe Waiting for France,World,[],1184,"As President Francois Hollande goes through the French mid-term ritual of sacking his government and appointing a new one, promising a dynamic ""fresh start"" after a local election drubbing, Europe is left as usual waiting for France.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/world/europe/01reuters-europe-france-analysis.html,,2014-04-01,News,533ab72938f0d844a7d52860,
S&P 500 Closes at Record After Manufacturing Data,Business Day,[],618,"U.S. stocks rose for a third straight session on Tuesday, with the S&amp;P 500 ending at a record close, after positive data on factory activity indicated economic growth was gaining traction following a harsh winter.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-markets-stocks.html,,2014-04-01,News,533ab7d538f0d844a7d52863,
France's Hollande Seeks Fresh Start as New PM Begins Work,World,[],345,"Francois Hollande launched what he has billed as a fresh start to his unpopular 22-month-old presidency on Tuesday, as new prime minister Manuel Valls took up his post and set about forming a reshuffled government.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/world/europe/01reuters-france-pm.html,,2014-04-01,News,533ac31a38f0d844a7d5287f,
U.S. Factory Activity Growth Slows Slightly in March: Markit,Business Day,[],258,"U.S. manufacturing activity slowed in March after nearing a four-year high in February, but the rate of growth and the pace of hiring remained strong, an industry report showed on Tuesday.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-usa-economy.html,,2014-04-01,News,533ac53338f0d844a7d52885,
Italian PM Renzi Says Aims to Get Jobless Rate Under 10 Percent,World,[],312,"Italy can get its unemployment below 10 percent in the medium term with signs of improvement beginning to show through in the economy, Prime Minister Matteo Renzi said on Tuesday, after the jobless rate hit its highest level since at least 1977.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/world/europe/01reuters-italy-politics.html,,2014-04-01,News,533ac69a38f0d844a7d52889,
"Cyprus on Track With Adjustment, Risks Include Ukraine-IMF",Business Day,[],368,"Cyprus is making a comeback from near bankruptcy although its banks are still struggling with bad loans and political support may be waning for tough measures, an IMF report said on Tuesday.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-cyprus-imf-economy.html,,2014-04-01,News,533ac74d38f0d844a7d5288b,
U.S. Construction Spending Barely Up as Homebuilding Tumbles,Business Day,[],261,"U.S. construction spending barely rose in February as outlays on private residential construction projects recorded their biggest decline in seven months, a sign that severe weather continues to hobble the economy.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-construction-spending.html,,2014-04-01,News,533ac8b638f0d844a7d5288f,
Weak British Productivity Ticks Up at the End of 2013,Business Day,[],364,"Britain's productivity returned to modest growth towards the end of last year, raising hopes that 2014 will bring an end to years of bafflingly low levels of output that have hindered the economic recovery.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-britain-economy-productivity.html,,2014-04-01,News,533ace5e38f0d844a7d528a6,
Britain's PM Orders Review Into Muslim Brotherhood's Activities,World,[],761,"The Muslim Brotherhood's activities in Britain will be reviewed over concerns about possible links to violence, Prime Minister David Cameron said, widening pressure on a veteran Islamist movement facing an intensifying crackdown in the Arab world.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/world/europe/01reuters-britain-muslimbrotherhood.html,,2014-04-01,News,533ad4b038f0d844a7d528b8,
"Greece Wants No Third Bailout, Euro Zone Hopeful but Cautious",Business Day,[],655,"Greece, fully funded for the next 12 months, hopes to finance itself on the market afterwards, but its euro zone peers say success depends on whether Athens delivers on the reforms it has promised so far.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-eurozone-greece.html,,2014-04-01,News,533ad77738f0d844a7d528c0,
"As Russia Growls, Swedes, Finns Eye Defence Options, NATO",World,[],1279,"When Russian warplanes staged a mock bombing run on Sweden last year, air defences were caught napping. It was the middle of the night and no Swedish planes were scrambled.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/world/europe/01reuters-ukraine-crisis-nordics.html,,2014-04-01,News,533adb0238f0d844a7d528cc,
Finnish Retailer Stockmann Freezes Russia Expansion Over Crimea Crisis,World,[],708,"Finnish retailer Stockmann is freezing plans to open more department stores in Russian cities due to the uncertainty caused by the Crimean crisis, the company's chief executive said on Tuesday.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/world/europe/01reuters-stockmann-russia.html,,2014-04-01,News,533ae42838f0d811da9106ac,
U.S. Supreme Court Could Limit Bank Fraud Law,Business Day,[],380,The U.S. Supreme Court on Tuesday appeared poised to limit the scope of a federal criminal law that targets people who defraud banks.,Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-usa-court-fraud.html,,2014-04-01,News,533b052d38f0d811da910724,
Startup Completes First Equity Crowdfunding Drive in Italy,Technology,[],477,A software firm has become the first Italian company since the country introduced a pioneering crowdfunding law to raise target capital from investors buying equity through an online portal.,Reuters,[],http://www.nytimes.com/reuters/2014/04/01/technology/01reuters-italy-crowdfunding.html,,2014-04-01,News,533b05e238f0d811da910726,
Solid U.S. Job Growth Expected for March as Winter Fades,Business Day,[],627,"U.S. job growth likely accelerated in March as the winter's gloom started to lift, providing the strongest signal yet that economic growth was shifting into higher gear.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-usa-economy-employment.html,,2014-04-01,News,533b24d438f0d811da91079e,
Insight: Japan May Only Be Able to Restart One-Third of Its Nuclear Reactors,World,[],1209,"Three years after the Fukushima disaster prompted the closure of all Japan's nuclear reactors, Prime Minister Shinzo Abe is moving to revive nuclear power as a core part of the energy mix, but many of those idled reactors will never come back online.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/world/asia/01reuters-japan-nuclear-restarts-insight.html,,2014-04-01,News,533b29c038f0d811da9107b4,
Investors Scoop Up New U.S. Platinum Coins as Gold Slumps,Business Day,[],564,"U.S. retail investors have raced to scoop up the government's newly launched platinum coins, data shows, as industrial metals prices outperformed bullion, a long-time favorite among collectors.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-precious-platinum-coins.html,,2014-04-01,News,533b366538f0d811da9107e5,
"California City Weighs Minimum Wage of $12.30, Among Nation's Highest",U.S.,[],468,"A California city in the pricey San Francisco Bay Area will vote on Tuesday on a bid to raise its minimum wage to $12.30, which if passed would be among the highest municipal ""living wage"" rates in the United States.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/us/politics/01reuters-usa-california-wage.html,,2014-04-01,News,533b366938f0d811da9107e6,
"Cartica Sues CorpBanca, Saieh in U.S. Over Ita&#250; Merger",Business Day,[],747,"U.S. investment firm Cartica Management LLC filed a lawsuit in New York on Tuesday against Chilean bank CorpBanca SA, its controlling shareholder, &#193;lvaro Saieh, and his investment holding company over a plan to merge with Brazil's Ita&#250;...",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-corpbanca-cartica-lawsuit.html,,2014-04-01,News,533b512038f0d811da910832,
"Japan Firms Doubt BOJ Price Targets, New Stimulus Measures Seen",Business Day,[],563,"Corporate Japan expects the consumer price index to be just 1.5 percent higher in a year from now, a Bank of Japan tankan survey found on Wednesday -- a sign of how difficult the central bank could find meeting its 2 percent inflation goal by the...",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/business/01reuters-japan-economy-prices.html,,2014-04-01,News,533b771438f0d811da910894,
Australia's Abbott Faces Tough Mission on 'Trifecta of Trade' in Asia,World,[],610,"Australian Prime Minister Tony Abbott wants to finalize a free trade agreement with Japan on his forthcoming North Asia trip, but will have to walk a fine line between Tokyo and Beijing over geopolitical tensions in the region.",Reuters,[],http://www.nytimes.com/reuters/2014/04/01/world/asia/01reuters-australia-japan-china.html,,2014-04-01,News,533b7a9f38f0d811da91089a,
"Asian Stocks at Four-Month High on Solid U.S. Data, China Hopes Boost Nikkei",Business Day,[],621,"Asian shares hovered near four-month highs on Thursday as upbeat U.S. data underpinned risk appetite, while news China is taking steps to stimulate its economy spurred Tokyo's Nikkei to a three-weak peak.",Reuters,[],http://www.nytimes.com/reuters/2014/04/02/business/02reuters-markets-global.html,,2014-04-02,News,533b9dc438f0d811da9108f4,
"Japan Firms Doubt BOJ Price Targets, New Stimulus Seen",Business Day,[],740,"Corporate Japan expects the consumer price index to be just 1.5 percent higher in a year from now, a Bank of Japan tankan survey found on Wednesday -- a sign of how difficult the central bank could find meeting its 2 percent inflation goal by the...",Reuters,[],http://www.nytimes.com/reuters/2014/04/02/business/02reuters-japan-economy-prices.html,,2014-04-02,News,533ba1fe38f0d811da9108fd,
Bitter Times for Chocolate Factory in Russia-Ukraine Crisis,World,[],1349,"After three years of court cases involving authorities and competitors, Taisiya Voronina thought she had seen everything in Russia's rough and tumble business environment.",Reuters,[],http://www.nytimes.com/reuters/2014/04/02/world/europe/02reuters-ukraine-crisis-russia-factory-insight.html,,2014-04-02,News,533ba20038f0d811da9108ff,
Japan May Only Be Able to Restart One-Third of Its Nuclear Reactors,World,[],1234,"Three years after the Fukushima disaster prompted the closure of all Japan's nuclear reactors, Prime Minister Shinzo Abe is moving to revive nuclear power as a core part of the energy mix, but many of those idled reactors will never come back online.",Reuters,[],http://www.nytimes.com/reuters/2014/04/02/world/asia/02reuters-japan-nuclear-restarts-insight.html,,2014-04-02,News,533ba36238f0d811da910900,
Analysis-'Too Big to Fail' Still Thriving,Business Day,[],854,"Five years after Lehman Brothers' seismic bust and just two years after euro member Greece defaulted, the concept of being too big or too strategic to fail is alive and well.",Reuters,[],http://www.nytimes.com/reuters/2014/04/02/business/02reuters-investment-fail-analysis.html,,2014-04-02,News,533ba79d38f0d811da910908,
Asian Shares Edge Up Amid Expectations for Upbeat U.S. Jobs Report,Business Day,[],532,"Asian shares edged up and the dollar held slim gains amid expectations for an upbeat U.S. payrolls report later in the session, which could show the economy shaking off a severe winter.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/business/01reuters-markets-global.html,None,2014-05-01,News,5362332538f0d85e99bb7865,
"China PMI Steadies, but Doesn't Dispel Growth Worries",Business Day,[],692,"Activity in China's factories increased marginally in April but export orders fell sharply, a government survey showed on Thursday, adding to questions about whether the world's second-largest economy is stabilizing after its first-quarter slowdown.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/business/01reuters-china-economy-pmi.html,,2014-05-01,News,5362333138f0d85e99bb786c,
House Prices Show Biggest Annual Rise Since June 2007-Nationwide,Business Day,[],291,"British house prices rose much faster than expected last month to record their biggest annual rise since the start of the financial crisis, data from mortgage lender Nationwide showed on Thursday.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/business/01reuters-britain-property-nationwide.html,,2014-05-01,News,5362333838f0d85e99bb7870,
Fed Shows Faith in U.S. Economy With Bond-Buying Reduction,Business Day,[],751,The Federal Reserve on Wednesday looked past a dismal reading on first quarter U.S. growth and gave a mostly upbeat assessment of the economy's prospects as it announced another cut in its massive bond-buying stimulus.,Reuters,[],http://www.nytimes.com/reuters/2014/05/01/business/01reuters-usa-fed.html,,2014-05-01,News,5362334338f0d85e99bb7876,
Senate Republicans Block Obama Bid to Hike Minimum Wage,U.S.,[],435,"President Barack Obama blasted Senate Republicans on Wednesday just hours after they blocked one of his top legislative priorities, a bid to increase the federal minimum wage for the first time since 2009.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/us/politics/01reuters-usa-senate-minimumwage.html,,2014-05-01,News,5362334e38f0d85e99bb787b,
Lloyds Lifts FTSE to Two-Month Highs,Business Day,[],372,"Britain's blue-chip share index hit its highest level in about two months on Thursday, rising for a fourth straight session as gains at Lloyds bank LLOY.L buoyed the market.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/business/01reuters-markets-britain-stocks.html,,2014-05-01,News,5362335938f0d85e99bb787e,
Thai Government Supporters Fear July Poll Disruption,World,[],737,Thai government supporters welcomed on Thursday the prospect of a July election and said the Election Commission had to prevent disruption by anti-government protesters who insist that reforms are brought in before any vote.,Reuters,[],http://www.nytimes.com/reuters/2014/05/01/world/asia/01reuters-thailand-protest.html,,2014-05-01,News,5362335d38f0d85e99bb787f,
British Economy Rockets Further as BoE Eyes Housing Market,Business Day,[],659,"British manufacturing surged last month and house prices rose at the fastest pace since the financial crisis began, underscoring the challenge for the Bank of England in managing a surprisingly rapid economic recovery.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/business/01reuters-britain-economy.html,,2014-05-01,News,5362336938f0d85e99bb7886,
Israeli Soldiers Mount Facebook Campaign for Jailed Comrade,Technology,[],448,"Israeli troops, covering their faces to avoid punishment, have mounted an online campaign in support of a soldier whom they believe was jailed for pointing his gun at Palestinians who were arguing with him.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/technology/01reuters-palestinian-israel-military.html,,2014-05-01,News,536232d238f0d85e99bb7839,
"Ukraine Wins IMF Deal, Faces $9 Billion in Debt Payments This Year",World,[],281,"The International Monetary Fund's board has signed off on a $17 billion bailout for Ukraine to boost the former Soviet state's failing economy, weakened by months of upheaval and a stand-off with Moscow that has triggered the worst East-West crisis...",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/world/europe/01reuters-ukraine-crisis-debts-imf.html,,2014-05-01,News,5362338538f0d85e99bb788c,
Surging Output Boosts Manufacturing in April-PMI,Business Day,[],272,"Surging output and an influx of orders helped British manufacturing activity grow last month at a much faster rate than expected, a survey showed on Thursday, boding well for Britain's swift economic recovery.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/business/01reuters-pmi-manufacturing-britain.html,,2014-05-01,News,536232d838f0d85e99bb7840,
S&P Ends Flat Ahead of Jobs Report; Internet Names Gain,Business Day,[],469,"The S&amp;P 500 ended nearly flat on Thursday as investors paused ahead of Friday's jobs report, though gains in Internet shares helped lift the Nasdaq.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/business/01reuters-markets-stocks.html,,2014-05-01,News,5362367738f0d85e99bb78a5,
"U.S. Consumer Spending Surges in March, Boosts Growth Outlook",Business Day,[],374,"U.S. consumer spending recorded its largest increase in more than four and a half years in March, cementing views the economy ended a dismal first-quarter on solid footing.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/business/01reuters-usa-economy-spending.html,,2014-05-01,News,53623f9a38f0d85e99bb78bb,
"Consumer Spending Surges in March, Boosts Growth Outlook",Business Day,[],374,"U.S. consumer spending recorded its largest increase in more than four and a half years in March, cementing views the economy ended a dismal first-quarter on solid footing.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/business/01reuters-consumer-spending.html,,2014-05-01,News,5362405738f0d85e99bb78c2,
"Strong Consumer Spending, Factory Data Buoy U.S. Growth Outlook",Business Day,[],842,"U.S. consumer spending recorded its largest gain in more than 4-1/2 years in March and factory activity accelerated last month, reinforcing views the economy was regaining steam.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/business/01reuters-usa-economy.html,,2014-05-01,News,5362410538f0d85e99bb78c9,
Russia Stages First Red Square May Day Parade Since Soviet Days,World,[],747,"Russia staged a huge May Day parade on Moscow's Red Square for the first time since the Soviet era on Thursday, with workers holding banners proclaiming support for President Vladimir Putin after the seizure of territory from neighboring Ukraine.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/world/europe/01reuters-ukraine-crisis-russia-mayday.html,,2014-05-01,News,536241b938f0d85e99bb78cb,
"Politics, Markets Complicate Rouhani's Rescue of Iran Economy",World,[],1326,A sharp drop in the rial currency reveals heavy pressure on Iran's economy as President Hassan Rouhani struggles to deliver higher living standards and shore up domestic political support for a nuclear deal with world powers.,Reuters,[],http://www.nytimes.com/reuters/2014/05/01/world/middleeast/01reuters-iran-economy-strategy.html,,2014-05-01,News,53624a2b38f0d85e99bb78e5,
European Stocks Set to Surf on M&A Wave,Business Day,[],668,"European shares, stuck in neutral for nearly two months, are likely to get a shot in the arm from corporate deal-making, which has posted the best start to a year since 2008 and so far is outweighing sluggish earnings expectations.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/business/01reuters-europestocks-m-a.html,,2014-05-01,News,5362507c38f0d85e99bb78f8,
U.S. April Factory Activity Growth Slows Slightly: Markit,Business Day,[],183,"U.S. manufacturing activity slowed for a second straight month in April, though the rate of growth remained strong, an industry report showed on Thursday.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/business/01reuters-usa-economy-markit.html,,2014-05-01,News,536251e538f0d85e99bb78fd,
"UK Business Investment Rebound Likely, but Rates Steady-Reuters Poll",Business Day,[],628,"The Bank of England is probably correct in predicting bumper investment by private firms this year but it still won't raise interest rates until next April at the earliest, a Reuters poll of economists found on Thursday.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/business/01reuters-boe-rates-poll.html,,2014-05-01,News,53625dd838f0d85e99bb791b,
Factbox: Ukraine's Economic Promises to the IMF,World,[],475,The International Monetary Fund's board this week signed off on a $17 billion bailout for Ukraine with its economy weakened by months of upheaval and a stand-off with Russia.,Reuters,[],http://www.nytimes.com/reuters/2014/05/01/world/europe/01reuters-ukraine-crisis-imf.html,,2014-05-01,News,536262c438f0d85e99bb7928,
India's Congress Would Back Tax Reform if in Opposition: Minister,World,[],633,"If India's ruling Congress party is pushed into opposition after a general election, it would give its backing to a major tax reform it tried to bring in during 10 years in office, a government minister and party strategist said on Thursday.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/world/asia/01reuters-india-election.html,,2014-05-01,News,536266fb38f0d85e99bb7937,
"Regional U.S. Banks Ramp Up Corporate Lending, Alarming Bigger Rivals",Business Day,[],1092,"Regional banks including US Bancorp and PNC Financial Services Group Inc are making more business loans at rates that are starting to alarm bigger U.S. banks like JPMorgan Chase &amp; Co, executives said.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/business/01reuters-banks-lending-commercial.html,,2014-05-01,News,5362686438f0d85e99bb793c,
Moscow May Day Parade Lauds Putin as Rebels Seize More Ukraine Buildings,World,[],1081,"Russia staged a huge May Day parade on Moscow's Red Square for the first time since the Soviet era on Thursday, with workers holding banners proclaiming support for President Vladimir Putin after the seizure of territory from neighboring Ukraine.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/world/europe/01reuters-ukraine-crisis.html,,2014-05-01,News,53626f6e38f0d85e99bb794d,
"Regional U.S. Banks Ramp Up Corporate Lending, Alarming Bigger Rivals",Business Day,[],1090,"Regional banks including US Bancorp and PNC Financial Services Group Inc are making more business loans at rates that are starting to alarm bigger U.S. banks like JPMorgan Chase &amp; Co, executives said.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/business/01reuters-banks-lending-commercial-analysis.html,,2014-05-01,News,5362772938f0d84d9e2710d3,
Le Pen Urges French to Vote Against EU's 'Gravediggers',World,[],543,"French far-right leader Marine Le Pen launched a scathing attack on the European Union on Thursday, urging voters later this month to punish Brussels ""gravediggers"" she held responsible for pushing France into decline.",Reuters,[],http://www.nytimes.com/reuters/2014/05/01/world/europe/01reuters-france-lepen-elections.html,,2014-05-01,News,53627b6638f0d84d9e2710e0,
Panama Election to Test Martinelli's Hold on Power,World,[],563,Panamanians vote for a new president on Sunday in the closest contest in a generation with opponents of President Ricardo Martinelli seeking to thwart the business tycoon's attempt to maintain an indirect grip on power.,Reuters,[],http://www.nytimes.com/reuters/2014/05/01/world/europe/01reuters-panama-election.html,,2014-05-01,News,536285eb38f0d84d9e271102,
